Date,OrderCreatedLocalDateTime,OrderProcessingTime
12/12/2024,2024-12-12T08:17:06.000+0000,7
12/12/2024,2024-12-12T08:17:33.000+0000,6
12/12/2024,2024-12-12T08:17:40.000+0000,29
12/12/2024,2024-12-12T08:17:41.000+0000,53
12/12/2024,2024-12-12T08:18:07.000+0000,164
12/12/2024,2024-12-12T08:18:24.000+0000,150
12/12/2024,2024-12-12T08:18:30.000+0000,106
12/12/2024,2024-12-12T08:19:21.000+0000,98
12/12/2024,2024-12-12T08:20:24.000+0000,21
12/12/2024,2024-12-12T08:20:51.000+0000,80
12/12/2024,2024-12-12T08:21:52.000+0000,56
12/12/2024,2024-12-12T08:22:37.000+0000,69
12/12/2024,2024-12-12T08:22:52.000+0000,82
12/12/2024,2024-12-12T08:23:03.000+0000,92
12/12/2024,2024-12-12T08:23:21.000+0000,80
12/12/2024,2024-12-12T08:23:25.000+0000,220
12/12/2024,2024-12-12T08:23:40.000+0000,107
12/12/2024,2024-12-12T08:23:54.000+0000,210
12/12/2024,2024-12-12T08:23:57.000+0000,205
12/12/2024,2024-12-12T08:25:33.000+0000,133
12/12/2024,2024-12-12T08:26:12.000+0000,107
12/12/2024,2024-12-12T08:26:25.000+0000,68
12/12/2024,2024-12-12T08:26:58.000+0000,100
12/12/2024,2024-12-12T08:27:47.000+0000,36
12/12/2024,2024-12-12T08:28:17.000+0000,112
12/12/2024,2024-12-12T08:28:37.000+0000,36
12/12/2024,2024-12-12T08:28:50.000+0000,151
12/12/2024,2024-12-12T08:28:51.000+0000,60
12/12/2024,2024-12-12T08:28:53.000+0000,107
12/12/2024,2024-12-12T08:29:10.000+0000,113
12/12/2024,2024-12-12T08:30:53.000+0000,20
12/12/2024,2024-12-12T08:31:17.000+0000,35
12/12/2024,2024-12-12T08:32:33.000+0000,9
12/12/2024,2024-12-12T08:32:44.000+0000,33
12/12/2024,2024-12-12T08:33:16.000+0000,5
12/12/2024,2024-12-12T08:33:23.000+0000,61
12/12/2024,2024-12-12T08:33:33.000+0000,81
12/12/2024,2024-12-12T08:33:38.000+0000,95
12/12/2024,2024-12-12T08:34:15.000+0000,48
12/12/2024,2024-12-12T08:34:57.000+0000,114
12/12/2024,2024-12-12T08:35:20.000+0000,163
12/12/2024,2024-12-12T08:35:32.000+0000,164
12/12/2024,2024-12-12T08:36:46.000+0000,60
12/12/2024,2024-12-12T08:37:45.000+0000,73
12/12/2024,2024-12-12T08:38:39.000+0000,42
12/12/2024,2024-12-12T08:40:38.000+0000,35
12/12/2024,2024-12-12T08:41:26.000+0000,12
12/12/2024,2024-12-12T08:41:26.000+0000,61
12/12/2024,2024-12-12T08:41:42.000+0000,66
12/12/2024,2024-12-12T08:42:21.000+0000,140
12/12/2024,2024-12-12T08:42:30.000+0000,59
12/12/2024,2024-12-12T08:42:42.000+0000,177
12/12/2024,2024-12-12T08:43:16.000+0000,184
12/12/2024,2024-12-12T08:43:25.000+0000,105
12/12/2024,2024-12-12T08:43:54.000+0000,176
12/12/2024,2024-12-12T08:45:11.000+0000,106
12/12/2024,2024-12-12T08:45:32.000+0000,108
12/12/2024,2024-12-12T08:45:34.000+0000,111
12/12/2024,2024-12-12T08:45:38.000+0000,156
12/12/2024,2024-12-12T08:45:40.000+0000,188
12/12/2024,2024-12-12T08:46:00.000+0000,194
12/12/2024,2024-12-12T08:46:14.192+0000,301
12/12/2024,2024-12-12T08:48:21.000+0000,183
12/12/2024,2024-12-12T08:49:14.000+0000,169
12/12/2024,2024-12-12T08:49:42.000+0000,7
12/12/2024,2024-12-12T08:50:02.000+0000,171
12/12/2024,2024-12-12T08:50:37.000+0000,153
12/12/2024,2024-12-12T08:50:39.451+0000,27
12/12/2024,2024-12-12T08:51:02.000+0000,6
12/12/2024,2024-12-12T08:51:36.000+0000,126
12/12/2024,2024-12-12T08:51:54.000+0000,173
12/12/2024,2024-12-12T08:52:53.000+0000,17
12/12/2024,2024-12-12T08:53:44.000+0000,71
12/12/2024,2024-12-12T08:54:49.000+0000,26
12/12/2024,2024-12-12T08:55:13.000+0000,4
12/12/2024,2024-12-12T08:55:24.000+0000,13
12/12/2024,2024-12-12T08:56:36.000+0000,13
12/12/2024,2024-12-12T08:57:14.000+0000,16
12/12/2024,2024-12-12T08:57:24.926+0000,21
12/12/2024,2024-12-12T08:57:25.000+0000,23
12/12/2024,2024-12-12T08:57:32.000+0000,20
12/12/2024,2024-12-12T08:57:46.000+0000,16
12/12/2024,2024-12-12T08:58:03.000+0000,82
12/12/2024,2024-12-12T08:59:57.000+0000,36
12/12/2024,2024-12-12T09:00:14.000+0000,56
12/12/2024,2024-12-12T09:01:01.000+0000,92
12/12/2024,2024-12-12T09:01:36.000+0000,22
12/12/2024,2024-12-12T09:02:42.000+0000,51
12/12/2024,2024-12-12T09:02:47.000+0000,49
12/12/2024,2024-12-12T09:03:04.000+0000,38
12/12/2024,2024-12-12T09:03:08.000+0000,82
12/12/2024,2024-12-12T09:04:50.000+0000,19
12/12/2024,2024-12-12T09:04:53.000+0000,47
12/12/2024,2024-12-12T09:05:18.000+0000,80
12/12/2024,2024-12-12T09:05:30.000+0000,145
12/12/2024,2024-12-12T09:05:44.000+0000,136
12/12/2024,2024-12-12T09:06:09.000+0000,101
12/12/2024,2024-12-12T09:06:45.969+0000,110
12/12/2024,2024-12-12T09:06:51.000+0000,147
12/12/2024,2024-12-12T09:07:19.000+0000,121
12/12/2024,2024-12-12T09:08:24.000+0000,59
12/12/2024,2024-12-12T09:08:28.381+0000,140
12/12/2024,2024-12-12T09:08:30.000+0000,143
12/12/2024,2024-12-12T09:08:30.000+0000,140
12/12/2024,2024-12-12T09:08:50.000+0000,50
12/12/2024,2024-12-12T09:09:11.000+0000,106
12/12/2024,2024-12-12T09:09:34.000+0000,283
12/12/2024,2024-12-12T09:10:19.000+0000,16
12/12/2024,2024-12-12T09:10:31.000+0000,8
12/12/2024,2024-12-12T09:11:27.000+0000,174
12/12/2024,2024-12-12T09:12:25.236+0000,119
12/12/2024,2024-12-12T09:14:14.828+0000,12
12/12/2024,2024-12-12T09:15:02.000+0000,27
12/12/2024,2024-12-12T09:15:14.000+0000,71
12/12/2024,2024-12-12T09:15:16.000+0000,51
12/12/2024,2024-12-12T09:15:27.000+0000,109
12/12/2024,2024-12-12T09:16:09.000+0000,98
12/12/2024,2024-12-12T09:16:14.000+0000,95
12/12/2024,2024-12-12T09:17:25.000+0000,27
12/12/2024,2024-12-12T09:17:40.000+0000,106
12/12/2024,2024-12-12T09:19:13.000+0000,86
12/12/2024,2024-12-12T09:19:30.000+0000,206
12/12/2024,2024-12-12T09:19:39.000+0000,10
12/12/2024,2024-12-12T09:19:43.000+0000,229
12/12/2024,2024-12-12T09:20:01.000+0000,45
12/12/2024,2024-12-12T09:20:48.000+0000,217
12/12/2024,2024-12-12T09:20:59.000+0000,210
12/12/2024,2024-12-12T09:21:31.000+0000,236
12/12/2024,2024-12-12T09:21:54.000+0000,219
12/12/2024,2024-12-12T09:23:16.000+0000,195
12/12/2024,2024-12-12T09:24:02.000+0000,200
12/12/2024,2024-12-12T09:24:08.000+0000,203
12/12/2024,2024-12-12T09:24:30.000+0000,208
12/12/2024,2024-12-12T09:25:45.000+0000,148
12/12/2024,2024-12-12T09:26:02.000+0000,60
12/12/2024,2024-12-12T09:26:08.000+0000,153
12/12/2024,2024-12-12T09:26:17.000+0000,53
12/12/2024,2024-12-12T09:26:32.000+0000,41
12/12/2024,2024-12-12T09:26:37.000+0000,40
12/12/2024,2024-12-12T09:26:39.000+0000,157
12/12/2024,2024-12-12T09:26:52.000+0000,220
12/12/2024,2024-12-12T09:26:59.000+0000,197
12/12/2024,2024-12-12T09:27:16.000+0000,199
12/12/2024,2024-12-12T09:28:08.000+0000,166
12/12/2024,2024-12-12T09:28:12.000+0000,190
12/12/2024,2024-12-12T09:28:16.000+0000,142
12/12/2024,2024-12-12T09:28:17.850+0000,246
12/12/2024,2024-12-12T09:28:22.000+0000,139
12/12/2024,2024-12-12T09:28:22.000+0000,293
12/12/2024,2024-12-12T09:28:52.000+0000,211
12/12/2024,2024-12-12T09:30:12.000+0000,133
12/12/2024,2024-12-12T09:30:18.000+0000,130
12/12/2024,2024-12-12T09:31:33.000+0000,112
12/12/2024,2024-12-12T09:31:54.000+0000,96
12/12/2024,2024-12-12T09:32:10.000+0000,88
12/12/2024,2024-12-12T09:32:17.508+0000,212
12/12/2024,2024-12-12T09:32:30.904+0000,133
12/12/2024,2024-12-12T09:32:59.000+0000,173
12/12/2024,2024-12-12T09:33:55.000+0000,133
12/12/2024,2024-12-12T09:34:17.000+0000,114
12/12/2024,2024-12-12T09:34:37.000+0000,125
12/12/2024,2024-12-12T09:34:38.000+0000,113
12/12/2024,2024-12-12T09:34:49.000+0000,119
12/12/2024,2024-12-12T09:35:06.000+0000,130
12/12/2024,2024-12-12T09:35:22.000+0000,163
12/12/2024,2024-12-12T09:36:16.000+0000,69
12/12/2024,2024-12-12T09:36:44.000+0000,105
12/12/2024,2024-12-12T09:37:29.000+0000,119
12/12/2024,2024-12-12T09:37:36.000+0000,115
12/12/2024,2024-12-12T09:37:50.000+0000,209
12/12/2024,2024-12-12T09:38:08.000+0000,200
12/12/2024,2024-12-12T09:38:23.000+0000,189
12/12/2024,2024-12-12T09:38:26.572+0000,198
12/12/2024,2024-12-12T09:38:35.000+0000,215
12/12/2024,2024-12-12T09:38:36.000+0000,221
12/12/2024,2024-12-12T09:39:01.000+0000,229
12/12/2024,2024-12-12T09:39:29.661+0000,188
12/12/2024,2024-12-12T09:39:44.000+0000,190
12/12/2024,2024-12-12T09:40:52.000+0000,123
12/12/2024,2024-12-12T09:41:18.000+0000,101
12/12/2024,2024-12-12T09:41:30.000+0000,155
12/12/2024,2024-12-12T09:42:07.000+0000,119
12/12/2024,2024-12-12T09:42:33.000+0000,180
12/12/2024,2024-12-12T09:42:36.000+0000,95
12/12/2024,2024-12-12T09:43:16.000+0000,141
12/12/2024,2024-12-12T09:43:48.000+0000,124
12/12/2024,2024-12-12T09:44:54.000+0000,55
12/12/2024,2024-12-12T09:45:37.000+0000,28
12/12/2024,2024-12-12T09:45:53.158+0000,56
12/12/2024,2024-12-12T09:45:58.000+0000,37
12/12/2024,2024-12-12T09:46:06.000+0000,117
12/12/2024,2024-12-12T09:46:27.000+0000,142
12/12/2024,2024-12-12T09:46:58.731+0000,170
12/12/2024,2024-12-12T09:47:19.000+0000,160
12/12/2024,2024-12-12T09:47:55.000+0000,141
12/12/2024,2024-12-12T09:48:03.000+0000,220
12/12/2024,2024-12-12T09:48:12.000+0000,6
12/12/2024,2024-12-12T09:48:35.000+0000,247
12/12/2024,2024-12-12T09:49:33.000+0000,203
12/12/2024,2024-12-12T09:49:38.000+0000,38
12/12/2024,2024-12-12T09:49:42.000+0000,40
12/12/2024,2024-12-12T09:49:59.898+0000,26
12/12/2024,2024-12-12T09:51:09.000+0000,143
12/12/2024,2024-12-12T09:51:13.000+0000,173
12/12/2024,2024-12-12T09:52:11.000+0000,151
12/12/2024,2024-12-12T09:52:27.000+0000,182
12/12/2024,2024-12-12T09:52:35.000+0000,29
12/12/2024,2024-12-12T09:54:29.000+0000,69
12/12/2024,2024-12-12T09:54:35.000+0000,119
12/12/2024,2024-12-12T09:54:54.000+0000,20
12/12/2024,2024-12-12T09:55:13.000+0000,31
12/12/2024,2024-12-12T09:55:18.000+0000,31
12/12/2024,2024-12-12T09:55:20.000+0000,140
12/12/2024,2024-12-12T09:56:04.000+0000,148
12/12/2024,2024-12-12T09:56:05.000+0000,197
12/12/2024,2024-12-12T09:57:07.000+0000,149
12/12/2024,2024-12-12T09:57:48.000+0000,137
12/12/2024,2024-12-12T09:58:19.000+0000,120
12/12/2024,2024-12-12T09:58:30.000+0000,122
12/12/2024,2024-12-12T09:59:25.000+0000,88
12/12/2024,2024-12-12T09:59:27.000+0000,127
12/17/2024,2024-12-17T07:01:14.000+0000,13
12/17/2024,2024-12-17T07:01:44.000+0000,24
12/17/2024,2024-12-17T07:02:19.000+0000,100
12/17/2024,2024-12-17T07:02:33.000+0000,21
12/17/2024,2024-12-17T07:02:36.000+0000,20
12/17/2024,2024-12-17T07:02:43.000+0000,138
12/17/2024,2024-12-17T07:02:47.000+0000,151
12/17/2024,2024-12-17T07:04:20.000+0000,86
12/17/2024,2024-12-17T07:04:48.000+0000,197
12/17/2024,2024-12-17T07:05:44.000+0000,203
12/17/2024,2024-12-17T07:06:01.000+0000,202
12/17/2024,2024-12-17T07:06:49.000+0000,200
12/17/2024,2024-12-17T07:09:41.000+0000,133
12/17/2024,2024-12-17T07:09:52.572+0000,143
12/17/2024,2024-12-17T07:10:57.000+0000,215
12/17/2024,2024-12-17T07:12:01.000+0000,161
12/17/2024,2024-12-17T07:12:29.000+0000,251
12/17/2024,2024-12-17T07:13:10.414+0000,46
12/17/2024,2024-12-17T07:13:46.000+0000,179
12/17/2024,2024-12-17T07:14:07.000+0000,185
12/17/2024,2024-12-17T07:14:59.000+0000,168
12/17/2024,2024-12-17T07:15:02.000+0000,186
12/17/2024,2024-12-17T07:15:34.154+0000,186
12/17/2024,2024-12-17T07:15:56.000+0000,185
12/17/2024,2024-12-17T07:18:12.000+0000,34
12/17/2024,2024-12-17T07:20:33.581+0000,5
12/17/2024,2024-12-17T07:20:34.000+0000,89
12/17/2024,2024-12-17T07:20:50.000+0000,75
12/17/2024,2024-12-17T07:21:04.716+0000,5
12/17/2024,2024-12-17T07:21:48.000+0000,59
12/17/2024,2024-12-17T07:21:52.000+0000,108
12/17/2024,2024-12-17T07:22:21.000+0000,214
12/17/2024,2024-12-17T07:22:40.000+0000,280
12/17/2024,2024-12-17T07:23:04.000+0000,323
12/17/2024,2024-12-17T07:23:19.000+0000,311
12/17/2024,2024-12-17T07:27:33.000+0000,62
12/17/2024,2024-12-17T07:28:12.000+0000,57
12/17/2024,2024-12-17T07:28:33.000+0000,192
12/17/2024,2024-12-17T07:28:55.000+0000,315
12/17/2024,2024-12-17T07:29:39.000+0000,284
12/17/2024,2024-12-17T07:29:58.000+0000,334
12/17/2024,2024-12-17T07:30:45.000+0000,295
12/17/2024,2024-12-17T07:30:58.000+0000,294
12/17/2024,2024-12-17T07:30:59.000+0000,55
12/17/2024,2024-12-17T07:31:12.000+0000,80
12/17/2024,2024-12-17T07:31:43.000+0000,317
12/17/2024,2024-12-17T07:31:50.000+0000,314
12/17/2024,2024-12-17T07:33:34.477+0000,42
12/17/2024,2024-12-17T07:34:07.000+0000,227
12/17/2024,2024-12-17T07:35:03.000+0000,30
12/17/2024,2024-12-17T07:35:17.000+0000,188
12/17/2024,2024-12-17T07:35:59.000+0000,89
12/17/2024,2024-12-17T07:36:05.000+0000,144
12/17/2024,2024-12-17T07:36:34.000+0000,144
12/17/2024,2024-12-17T07:36:41.000+0000,169
12/17/2024,2024-12-17T07:37:47.000+0000,10
12/17/2024,2024-12-17T07:37:53.000+0000,133
12/17/2024,2024-12-17T07:39:28.000+0000,74
12/17/2024,2024-12-17T07:39:54.000+0000,70
12/17/2024,2024-12-17T07:39:58.000+0000,6
12/17/2024,2024-12-17T07:40:12.000+0000,75
12/17/2024,2024-12-17T07:41:05.000+0000,10
12/17/2024,2024-12-17T07:41:12.000+0000,12
12/17/2024,2024-12-17T07:42:00.000+0000,41
12/17/2024,2024-12-17T07:42:24.000+0000,11
12/17/2024,2024-12-17T07:42:54.000+0000,103
12/17/2024,2024-12-17T07:43:10.000+0000,91
12/17/2024,2024-12-17T07:43:26.000+0000,82
12/17/2024,2024-12-17T07:43:46.000+0000,65
12/17/2024,2024-12-17T07:44:03.000+0000,120
12/17/2024,2024-12-17T07:44:20.000+0000,106
12/17/2024,2024-12-17T07:44:42.000+0000,32
12/17/2024,2024-12-17T07:45:20.000+0000,9
12/17/2024,2024-12-17T07:47:08.000+0000,69
12/17/2024,2024-12-17T07:47:18.000+0000,65
12/17/2024,2024-12-17T07:48:29.000+0000,107
12/17/2024,2024-12-17T07:48:34.000+0000,108
12/17/2024,2024-12-17T07:49:46.000+0000,28
12/17/2024,2024-12-17T07:49:47.000+0000,54
12/17/2024,2024-12-17T07:50:13.000+0000,54
12/17/2024,2024-12-17T07:50:33.000+0000,69
12/17/2024,2024-12-17T07:52:00.000+0000,48
12/17/2024,2024-12-17T07:52:45.000+0000,48
12/17/2024,2024-12-17T07:52:54.000+0000,47
12/17/2024,2024-12-17T07:52:57.000+0000,39
12/17/2024,2024-12-17T07:53:18.000+0000,89
12/17/2024,2024-12-17T07:54:40.000+0000,34
12/17/2024,2024-12-17T07:54:45.000+0000,35
12/17/2024,2024-12-17T07:54:58.000+0000,100
12/17/2024,2024-12-17T07:55:25.000+0000,88
12/17/2024,2024-12-17T07:55:54.000+0000,48
12/17/2024,2024-12-17T07:56:57.000+0000,49
12/17/2024,2024-12-17T07:57:38.000+0000,15
12/17/2024,2024-12-17T07:58:07.547+0000,28
12/17/2024,2024-12-17T07:58:52.000+0000,76
12/17/2024,2024-12-17T07:58:52.000+0000,79
12/17/2024,2024-12-17T07:58:59.000+0000,110
12/17/2024,2024-12-17T07:59:00.000+0000,72
12/17/2024,2024-12-17T07:59:29.000+0000,140
12/17/2024,2024-12-17T08:00:08.000+0000,118
12/17/2024,2024-12-17T08:00:28.000+0000,119
12/17/2024,2024-12-17T08:01:54.000+0000,40
12/17/2024,2024-12-17T08:02:39.000+0000,80
12/17/2024,2024-12-17T08:02:59.000+0000,90
12/17/2024,2024-12-17T08:03:15.372+0000,83
12/17/2024,2024-12-17T08:03:25.000+0000,43
12/17/2024,2024-12-17T08:03:52.376+0000,103
12/17/2024,2024-12-17T08:04:30.000+0000,113
12/17/2024,2024-12-17T08:06:49.000+0000,25
12/17/2024,2024-12-17T08:07:52.000+0000,50
12/17/2024,2024-12-17T08:08:01.000+0000,44
12/17/2024,2024-12-17T08:08:33.000+0000,15
12/17/2024,2024-12-17T08:09:01.362+0000,59
12/17/2024,2024-12-17T08:09:41.000+0000,132
12/17/2024,2024-12-17T08:09:46.000+0000,133
12/17/2024,2024-12-17T08:10:06.000+0000,171
12/17/2024,2024-12-17T08:10:37.000+0000,151
12/17/2024,2024-12-17T08:10:46.000+0000,156
12/17/2024,2024-12-17T08:10:46.000+0000,163
12/17/2024,2024-12-17T08:11:30.000+0000,143
12/17/2024,2024-12-17T08:12:32.000+0000,75
12/17/2024,2024-12-17T08:12:45.000+0000,92
12/17/2024,2024-12-17T08:13:25.000+0000,31
12/17/2024,2024-12-17T08:13:48.000+0000,46
12/17/2024,2024-12-17T08:13:52.000+0000,78
12/17/2024,2024-12-17T08:14:32.000+0000,41
12/17/2024,2024-12-17T08:14:32.000+0000,138
12/17/2024,2024-12-17T08:14:55.000+0000,163
12/17/2024,2024-12-17T08:15:03.000+0000,158
12/17/2024,2024-12-17T08:15:06.000+0000,159
12/17/2024,2024-12-17T08:16:37.000+0000,49
12/17/2024,2024-12-17T08:16:37.000+0000,72
12/17/2024,2024-12-17T08:17:14.000+0000,38
12/17/2024,2024-12-17T08:17:14.101+0000,97
12/17/2024,2024-12-17T08:18:00.000+0000,54
12/17/2024,2024-12-17T08:18:07.000+0000,71
12/17/2024,2024-12-17T08:18:10.000+0000,76
12/17/2024,2024-12-17T08:18:45.000+0000,15
12/17/2024,2024-12-17T08:19:01.000+0000,56
12/17/2024,2024-12-17T08:19:12.000+0000,50
12/17/2024,2024-12-17T08:19:30.000+0000,79
12/17/2024,2024-12-17T08:20:33.000+0000,68
12/17/2024,2024-12-17T08:20:41.000+0000,111
12/17/2024,2024-12-17T08:20:48.000+0000,63
12/17/2024,2024-12-17T08:20:51.000+0000,84
12/17/2024,2024-12-17T08:21:28.000+0000,50
12/17/2024,2024-12-17T08:21:34.397+0000,66
12/17/2024,2024-12-17T08:21:35.000+0000,132
12/17/2024,2024-12-17T08:21:36.000+0000,49
12/17/2024,2024-12-17T08:21:57.000+0000,67
12/17/2024,2024-12-17T08:22:18.000+0000,50
12/17/2024,2024-12-17T08:23:01.000+0000,11
12/17/2024,2024-12-17T08:24:13.000+0000,33
12/17/2024,2024-12-17T08:24:38.000+0000,81
12/17/2024,2024-12-17T08:25:03.000+0000,60
12/17/2024,2024-12-17T08:25:32.000+0000,27
12/17/2024,2024-12-17T08:26:47.000+0000,24
12/17/2024,2024-12-17T08:27:14.000+0000,50
12/17/2024,2024-12-17T08:27:40.000+0000,27
12/17/2024,2024-12-17T08:28:02.000+0000,9
12/17/2024,2024-12-17T08:28:29.000+0000,8
12/17/2024,2024-12-17T08:29:08.000+0000,6
12/17/2024,2024-12-17T08:29:41.000+0000,40
12/17/2024,2024-12-17T08:30:08.000+0000,6
12/17/2024,2024-12-17T08:31:02.000+0000,6
12/17/2024,2024-12-17T08:31:06.000+0000,5
12/17/2024,2024-12-17T08:32:10.000+0000,6
12/17/2024,2024-12-17T08:32:14.000+0000,78
12/17/2024,2024-12-17T08:32:24.000+0000,72
12/17/2024,2024-12-17T08:32:48.000+0000,35
12/17/2024,2024-12-17T08:32:57.000+0000,42
12/17/2024,2024-12-17T08:33:00.000+0000,91
12/17/2024,2024-12-17T08:33:14.000+0000,138
12/17/2024,2024-12-17T08:33:22.000+0000,168
12/17/2024,2024-12-17T08:33:29.000+0000,46
12/17/2024,2024-12-17T08:34:26.000+0000,107
12/17/2024,2024-12-17T08:34:37.000+0000,65
12/17/2024,2024-12-17T08:34:40.000+0000,123
12/17/2024,2024-12-17T08:34:48.000+0000,90
12/17/2024,2024-12-17T08:34:52.000+0000,156
12/17/2024,2024-12-17T08:34:53.000+0000,155
12/17/2024,2024-12-17T08:35:51.000+0000,138
12/17/2024,2024-12-17T08:36:05.000+0000,141
12/17/2024,2024-12-17T08:36:42.000+0000,108
12/17/2024,2024-12-17T08:37:14.000+0000,106
12/17/2024,2024-12-17T08:37:27.000+0000,97
12/17/2024,2024-12-17T08:37:39.000+0000,90
12/17/2024,2024-12-17T08:37:49.000+0000,86
12/17/2024,2024-12-17T08:37:53.000+0000,67
12/17/2024,2024-12-17T08:38:11.000+0000,148
12/17/2024,2024-12-17T08:38:40.000+0000,125
12/17/2024,2024-12-17T08:39:13.000+0000,98
12/17/2024,2024-12-17T08:39:28.000+0000,88
12/17/2024,2024-12-17T08:39:40.000+0000,26
12/17/2024,2024-12-17T08:39:46.000+0000,166
12/17/2024,2024-12-17T08:39:51.000+0000,165
12/17/2024,2024-12-17T08:40:14.000+0000,146
12/17/2024,2024-12-17T08:41:52.000+0000,10
12/17/2024,2024-12-17T08:42:01.000+0000,87
12/17/2024,2024-12-17T08:42:19.000+0000,132
12/17/2024,2024-12-17T08:42:39.000+0000,117
12/17/2024,2024-12-17T08:42:40.000+0000,121
12/17/2024,2024-12-17T08:43:09.000+0000,95
12/17/2024,2024-12-17T08:43:37.000+0000,201
12/17/2024,2024-12-17T08:43:59.000+0000,184
12/17/2024,2024-12-17T08:44:10.000+0000,250
12/17/2024,2024-12-17T08:44:12.223+0000,258
12/17/2024,2024-12-17T08:45:02.000+0000,97
12/17/2024,2024-12-17T08:45:14.000+0000,201
12/17/2024,2024-12-17T08:45:42.000+0000,177
12/17/2024,2024-12-17T08:45:50.000+0000,187
12/17/2024,2024-12-17T08:45:55.000+0000,187
12/17/2024,2024-12-17T08:46:04.000+0000,183
12/17/2024,2024-12-17T08:46:29.000+0000,204
12/17/2024,2024-12-17T08:46:34.000+0000,97
12/17/2024,2024-12-17T08:46:48.000+0000,190
12/17/2024,2024-12-17T08:47:24.000+0000,157
12/17/2024,2024-12-17T08:48:13.000+0000,111
12/17/2024,2024-12-17T08:48:17.000+0000,114
12/17/2024,2024-12-17T08:48:55.000+0000,139
12/17/2024,2024-12-17T08:48:57.000+0000,142
12/17/2024,2024-12-17T08:49:01.000+0000,209
12/17/2024,2024-12-17T08:49:20.000+0000,198
12/17/2024,2024-12-17T08:49:36.000+0000,209
12/17/2024,2024-12-17T08:49:43.000+0000,213
12/17/2024,2024-12-17T08:49:43.000+0000,210
12/17/2024,2024-12-17T08:49:59.000+0000,278
12/17/2024,2024-12-17T08:50:31.000+0000,60
12/17/2024,2024-12-17T08:50:33.000+0000,255
12/17/2024,2024-12-17T08:50:48.000+0000,246
12/17/2024,2024-12-17T08:51:18.000+0000,281
12/17/2024,2024-12-17T08:52:00.000+0000,243
12/17/2024,2024-12-17T08:52:09.000+0000,130
12/17/2024,2024-12-17T08:52:42.000+0000,205
12/17/2024,2024-12-17T08:52:44.000+0000,207
12/17/2024,2024-12-17T08:53:15.000+0000,187
12/17/2024,2024-12-17T08:53:26.000+0000,130
12/17/2024,2024-12-17T08:53:32.000+0000,151
12/17/2024,2024-12-17T08:54:14.000+0000,136
12/17/2024,2024-12-17T08:55:10.000+0000,84
12/17/2024,2024-12-17T08:55:19.000+0000,79
12/17/2024,2024-12-17T08:55:22.000+0000,83
12/17/2024,2024-12-17T08:55:26.000+0000,241
12/17/2024,2024-12-17T08:55:52.000+0000,229
12/17/2024,2024-12-17T08:55:56.000+0000,93
12/17/2024,2024-12-17T08:56:02.000+0000,91
12/17/2024,2024-12-17T08:56:24.000+0000,204
12/17/2024,2024-12-17T08:56:56.000+0000,175
12/17/2024,2024-12-17T08:56:57.000+0000,177
12/17/2024,2024-12-17T08:57:06.000+0000,148
12/17/2024,2024-12-17T08:57:28.000+0000,169
12/17/2024,2024-12-17T08:57:42.000+0000,136
12/17/2024,2024-12-17T08:57:44.000+0000,182
12/17/2024,2024-12-17T08:57:55.000+0000,194
12/17/2024,2024-12-17T08:57:56.000+0000,206
12/17/2024,2024-12-17T08:58:01.000+0000,215
12/17/2024,2024-12-17T08:58:05.000+0000,223
12/17/2024,2024-12-17T08:58:07.000+0000,224
12/17/2024,2024-12-17T08:58:17.000+0000,201
12/17/2024,2024-12-17T08:59:10.000+0000,214
12/17/2024,2024-12-17T08:59:22.000+0000,218
12/17/2024,2024-12-17T08:59:33.000+0000,227
12/17/2024,2024-12-17T09:00:20.000+0000,220
12/17/2024,2024-12-17T09:00:32.000+0000,71
12/17/2024,2024-12-17T09:01:07.000+0000,183
12/17/2024,2024-12-17T09:01:14.000+0000,70
12/17/2024,2024-12-17T09:01:51.000+0000,188
12/17/2024,2024-12-17T09:01:54.000+0000,205
12/17/2024,2024-12-17T09:02:07.969+0000,240
12/17/2024,2024-12-17T09:02:14.000+0000,244
12/17/2024,2024-12-17T09:02:29.000+0000,84
12/17/2024,2024-12-17T09:03:26.000+0000,118
12/17/2024,2024-12-17T09:03:29.000+0000,120
12/17/2024,2024-12-17T09:03:32.000+0000,125
12/17/2024,2024-12-17T09:05:03.000+0000,118
12/17/2024,2024-12-17T09:05:24.000+0000,57
12/17/2024,2024-12-17T09:05:47.000+0000,83
12/17/2024,2024-12-17T09:06:33.000+0000,37
12/17/2024,2024-12-17T09:07:27.000+0000,126
12/17/2024,2024-12-17T09:07:39.000+0000,125
12/17/2024,2024-12-17T09:07:53.000+0000,123
12/17/2024,2024-12-17T09:07:57.000+0000,126
12/17/2024,2024-12-17T09:08:38.000+0000,90
12/17/2024,2024-12-17T09:08:40.000+0000,27
12/17/2024,2024-12-17T09:08:45.000+0000,86
12/17/2024,2024-12-17T09:09:06.000+0000,48
12/17/2024,2024-12-17T09:09:27.000+0000,120
12/17/2024,2024-12-17T09:09:37.000+0000,49
12/17/2024,2024-12-17T09:09:57.000+0000,42
12/17/2024,2024-12-17T09:10:11.000+0000,80
12/17/2024,2024-12-17T09:10:39.000+0000,24
12/17/2024,2024-12-17T09:10:57.000+0000,54
12/17/2024,2024-12-17T09:11:27.000+0000,71
12/17/2024,2024-12-17T09:11:28.000+0000,121
12/17/2024,2024-12-17T09:11:44.000+0000,35
12/17/2024,2024-12-17T09:11:51.000+0000,31
